function_name,kind,source_file,source_module,starting_line,ending_line,doc_block_start_line,move_block_start_line,nested_in_parent,target_file,target_module,target_module_purpose,referenced_by_n_files,referenced_by,possibly_referenced_by_n_files,possibly_referenced_by,documentation
PLCOLM,subroutine,src/contaminant/CMmod.f90,CMmod,2728,2848,2695,2695,False,src/contaminant/cm_plant.f90,cm_plant,Two-compartment plant uptake path.,0,,0,,"!> @brief Calculates plant uptake and advances plant concentrations for one column and contaminant.
!>
!> For every plant type present in `NCL`, rooted cells run from
!> `NCETOP-NRD(JPLTY)` through `NCETOP`. The current mobile and dead-space
!> contributions are
!>
!> \[
!> C_d=XXI\,PPHI\,COLCAP,\qquad
!> C_s=(1-XXI\,PPHI)SOLCAP,\qquad C_t=C_d+C_s.
!> \]
!>
!> Root distribution `PDZF3`, canopy factor `PFTWO/PF2MAX`, maximum uptake
!> `PKMAX`, and `PFONE` distribute uptake into the `EDCAP` and `ESCAP` source
!> terms consumed by [[colm]]. Total uptake is partitioned into the two plant
!> compartments as
!>
!> \[
!> Q=\frac{\sum_k U_k}
!> {PMASS[(1-DELONE)+DELTHR\,DELONE\,PFTWO/PF2MAX]},
!> \]
!> \[
!> QCPAA=(1-DELONE)Q,\qquad
!> QCPBB=DELTHR\,DELONE(PFTWO/PF2MAX)Q.
!> \]
!>
!> Loss of compartment-B mass is recycled to the rooted soil cells before
!> [[plant]] advances `BCPAA` and `BCPBB`. On contaminant 1, parent-generation
!> work arrays are reset for the new chain.
!>
!> @warning The rooted-cell uptake expression divides by `TDUM=C_d+C_s`
!> without a zero guard, and also assumes nonzero `KSP`, `PF2MAX`, `PMASS`, and
!> the uptake-partition denominator.
!> @endwarning"
SLVCLM,subroutine,src/contaminant/CMmod.f90,CMmod,2871,2917,2850,2850,False,src/contaminant/cm_column.f90,cm_column,Column advection-dispersion-reaction assembly and solution.,0,,0,,"!> @brief Solves the coupled mobile/dead-space equations for one column.
!>
!> [[colm]] supplies `N` rows. Eliminating the dead-space rate gives
!>
!> \[
!> \epsilon_i=(QLT_i+TLT_i\Omega_i)/PLT_i,
!> \]
!> \[
!> FLT_i\Omega_{i-1}+
!> \left(ELT_i-\frac{GLT_iTLT_i}{PLT_i}\right)\Omega_i+
!> DLT_i\Omega_{i+1}=SLT_i+\frac{GLT_iQLT_i}{PLT_i}.
!> \]
!>
!> `TRIDAG` solves this reduced system. If nonlinear adsorption is enabled,
!> ten fixed Picard-style updates replace `PLT` by
!> `PLT+PLTSTR*EPS` and add `ELTSTR*OME` to the diagonal before repeating the
!> solve. There is no convergence test or adaptive iteration count.
!>
!> @warning `ISADNL` is the currently unassigned [[is_cc]] module flag, and
!> the routine divides by `PLT`/`PLTE` without a local zero guard.
!> @endwarning"
RET,subroutine,src/contaminant/CMmod.f90,CMmod,2942,2992,2919,2919,False,src/contaminant/cm_sorption.f90,cm_sorption,Soil and sediment sorption retardation factors.,0,,0,,"!> @brief Calculates ground-surface retardation and its linearisation derivatives.
!>
!> This pure helper forms old and new particle-weighted distribution
!> coefficients \(K_o=\sum FRNO_jKDREF_j\) and
!> \(K_n=\sum FRN_jKDREF_j\). For linear adsorption it returns
!>
!> \[
!> R=1+K_o/THO,\qquad R_C=0,\qquad
!> R_T=(K_n/TH-K_o/THO)/DT.
!> \]
!>
!> For nonlinear adsorption, with
!> \(D_o=(K_o/THO)C^{GN-2}\) and \(D_n=(K_n/TH)C^{GN-2}\), it returns
!>
!> \[
!> R=1+D_oC,\qquad R_C=(GN-1)D_o,\qquad
!> R_T=(D_n-D_o)C/DT.
!> \]
!>
!> @warning The routine assumes positive/nonzero `THO`, `TH`, and `DT`.
!> Unlike [[fret]], the nonlinear branch does not special-case `C=0` before
!> evaluating `C**(GN-2)`.
!> @endwarning"
SNL3,subroutine,src/contaminant/CMmod.f90,CMmod,3026,3136,2994,2994,False,src/contaminant/cm_channel.f90,cm_channel,Channel-link advection-dispersion-reaction assembly and solution.,0,,0,,"!> @brief Solves the three-variable nonlinear link system by fixed-point iteration.
!>
!> The equations and unknown rates are
!>
!> \[
!> (A+ASX_1)X_1-(B+BSX_2)X_2-CX_3=P,
!> \]
!> \[
!> -(D+DSX_1)X_1+(E+ESX_2)X_2-(F+FSX_3)X_3=Q,
!> \]
!> \[
!> -(H+HSX_2)X_2+(AY+AYSX_3)X_3=S.
!> \]
!>
!> Starting from zero, the routine applies exactly 100 Gauss--Seidel-style
!> fixed-point updates. It checks legacy lower bounds for the nonlinear
!> convergence region, then performs three more updates and compares their
!> cumulative change with the state after iteration 100. Finally it substitutes
!> the solution into all three equations and sums their normalised residuals.
!>
!> | Diagnostic | Trigger and effect |
!> |:-----------|:-------------------|
!> | Error 1 | A solution lies below a computed convergence-region bound; text is printed. |
!> | Error 2 | A post-solve update changes the combined state by more than `1.0D-2`; text is printed. |
!> | Error 3 | The normalised residual sum is at least `1.0D-2`; messages 1--9
!> are printed and occurrence 10 announces suppression. |
!>
!> @warning Despite the word `FATAL` in diagnostics 1 and 2, this routine does
!> not call `STOP` or `ERROR`. It also has no denominator guards and returns the
!> last iterate even after any diagnostic. The saved error-3 counter makes calls
!> stateful and non-thread-safe.
!> @endwarning"
FRET,subroutine,src/contaminant/CMmod.f90,CMmod,3162,3226,3138,3138,False,src/contaminant/cm_sorption.f90,cm_sorption,Soil and sediment sorption retardation factors.,0,,0,,"!> @brief Calculates link-compartment retardation and its linearisation derivatives.
!>
!> For zero concentration this pure helper returns water storage alone:
!> \(F=THO\), \(F_C=0\), and \(F_T=(TH-THO)/DT\). Otherwise it corrects the
!> old/new particle-weighted distribution coefficients for porosity,
!>
!> \[
!> J_o=\frac{1-PO}{1-PREF}\sum_j FRNO_jKDREF_j,\qquad
!> J_n=\frac{1-P}{1-PREF}\sum_j FRN_jKDREF_j.
!> \]
!>
!> Linear adsorption returns
!> \(F=THO+J_o\), \(F_C=0\), and
!> \(F_T=(TH-THO+J_n-J_o)/DT\). For nonlinear adsorption, defining
!> \(D_o=J_oC^{GN-2}\) and \(D_n=J_nC^{GN-2}\), it returns
!>
!> \[
!> F=TH+D_oC,\qquad F_C=(GN-1)D_o,\qquad
!> F_T=[TH-THO+(D_n-D_o)C]/DT.
!> \]
!>
!> @warning Nonzero-concentration calls assume `PREF/=1` and `DT/=0`; no local
!> validation is performed.
!> @endwarning"
PLANT,subroutine,src/contaminant/CMmod.f90,CMmod,3248,3302,3228,3228,False,src/contaminant/cm_plant.f90,cm_plant,Two-compartment plant uptake path.,0,,0,,"!> @brief Advances the two plant contaminant compartments for one plant type.
!>
!> This is the legacy two-compartment difference model identified by the source
!> as WRSRU/TR/9107/12 section 4.
!>
!> Shared values prepared by [[plcolm]] define scaled compartment masses
!> `GMCPAA`/`GMCPBB`, uptake rates `QCPAA`/`QCPBB`, decay `GCPL`, and the
!> compartment-B mass derivative `GMCBBD`. For positive A mass,
!>
!> \[
!> W_A=\frac{RHOPL\,QCPAA+GMCPAA(GENAA-GCPL\,BCAA)}
!> {GMCPAA(1+GCPL\,TSE)},\qquad BCAA1=BCAA+TSE\,W_A.
!> \]
!>
!> Compartment B uses the same decay/generation balance. Nonnegative mass
!> change subtracts `BCBB*GMCBBD` from its numerator; negative mass change
!> subtracts `GMCBBD*TSE` from its denominator. A missing compartment, or a
!> zero B denominator, produces zero concentration. At exit `GENAA` and `GENBB`
!> retain decay from the old concentrations for the next contaminant in the
!> numeric parent/product chain."
PLPREP,subroutine,src/contaminant/CMmod.f90,CMmod,3314,3340,3304,3304,False,src/contaminant/cm_plant.f90,cm_plant,Two-compartment plant uptake path.,0,,0,,"!> @brief Prepares canopy-dependent plant factors for the current timestep.
!>
!> For every plant type, current leaf-area index is copied to `PFTWO`, whose
!> ratio to `PF2MAX` scales uptake in [[plcolm]]. `DELFOU` is set to one while
!> `CLAI` is nonzero and to residual fraction `FLEFT` after canopy loss:
!>
!> \[
!> PFTWO_p=CLAI_p,\qquad
!> DELFOU_p=\begin{cases}1,&CLAI_p\ne0,\\FLEFT_p,&CLAI_p=0.\end{cases}
!> \]"
initialise_cont_cc,subroutine,src/contaminant/CONT_CC.F90,CONT_CC,108,141,84,84,False,src/contaminant/cm_parameters.f90,cm_parameters,Contaminant properties and shared transport state.,1,src/driver/run_sim.f90,0,,"!> Allocates and zero-initialises the active contaminant state arrays.
!>
!> [[run_sim:simulation]] calls this routine when contaminant transport is
!> enabled, after [[visualisation_interface_left:get_ncon_early]] has read
!> `NCON` and the model dimensions have been established.
!>
!> | Arrays | Allocated shape | Initial value |
!> |:-------|:----------------|:--------------|
!> | `CCCC`, `CCCCO`, `SSSS`, `SSSSO`, `SSS1`, `SSS2` | `(total_no_elements, top_cell_no + 1, NCON)` | Zero |
!> | `FCPBKO`, `GCPBKO` | `(total_no_links, 2, top_cell_no + 1, NCON)` | Zero |
!>
!> The routine has no dummy arguments and mutates allocatable state in
!> `CONT_CC`. Allocation is unconditional and has no `STAT=` handler, so all
!> eight arrays must be unallocated on entry. The current run path calls the
!> routine once and does not explicitly deallocate these arrays; a second call
!> in the same process would therefore fail unless the caller first deallocates
!> them.
!>
!> @history
!> | Date | Author | Version | Description |
!> |:-----|:-------|:--------|:------------|
!> | 2026-03 | SB | 4.6.1 | Added active-size allocation for contaminant state arrays. |
!> | 2026-09-05 | SvB | - | Added STAT= and ERRMSG= reporting for all (de)allocations. |
!> @endhistory"
initialise_colm_cg,subroutine,src/contaminant/column/colm_cg.f90,COLM_CG,109,136,82,82,False,src/contaminant/column/cm_column_geometry.f90,cm_column_geometry,"Column-base, face-overlap and well-flow geometry.",1,src/driver/run_sim.f90,0,,"!> Allocates and zero-initializes the active-size face-overlap arrays.
!>
!> [[run_sim:simulation]] calls this routine once when contaminant transport
!> is enabled, after the model dimensions are available and before the main
!> simulation loop. [[frmod:incm]] later populates the arrays during the first
!> contaminant initialization.
!>
!> | Arrays | Allocated shape | Initial value | Later lifetime |
!> |:-------|:----------------|:--------------|:---------------|
!> | `JKZCOL`, `JOLFN`, `NOLCE` | `(total_no_elements, 2*top_cell_no+1, 4)` | Zero | Released by [[deallocate_colm_cg]]. |
!> | `NOLCEA` | `(total_no_elements, 2*top_cell_no+1, 4)` | Zero | Retained for contaminant timesteps. |
!> | `NOL` | `(total_no_elements, 4)` | Zero | Released by `deallocate_colm_cg`. |
!> | `NOLBT` | `(total_no_elements, top_cell_no+1, 4)` | Zero | Retained for contaminant timesteps. |
!>
!> The routine has no dummy arguments and mutates six allocatable variables in
!> `COLM_CG`. Every allocation is unconditional and has no `STAT=` handler, so
!> all six arrays must be unallocated and both dimension variables established
!> on entry. The normal run path is intentionally one-shot: even after
!> `deallocate_colm_cg`, `NOLBT` and `NOLCEA` remain allocated, so a second call
!> would fail unless the caller first deallocated those retained arrays too.
!>
!> @history
!> | Date | Author | Version | Description |
!> |:-----|:-------|:--------|:------------|
!> | 2026-03-30 | SB | 4.6.1 | Added active-size allocation and zero-initialization for six overlap arrays. |
!> | 2026-09-05 | SvB | - | Added STAT= and ERRMSG= reporting for all (de)allocations. |
!> @endhistory"
deallocate_colm_cg,subroutine,src/contaminant/column/colm_cg.f90,COLM_CG,159,174,138,138,False,src/contaminant/column/cm_column_geometry.f90,cm_column_geometry,"Column-base, face-overlap and well-flow geometry.",1,src/driver/run_sim.f90,0,,"!> Releases the four overlap arrays needed only during contaminant setup.
!>
!> [[run_sim:simulation]] calls this routine immediately after the first
!> [[frmod:incm]] call has finished building column and bank geometry.
!> `JKZCOL`, `JOLFN`, `NOL`, and `NOLCE` have no later active consumer and are
!> deallocated. `NOLBT` and `NOLCEA` deliberately remain allocated because
!> [[cmmod:colmsm]] uses them during every contaminant timestep.
!>
!> The routine has no dummy arguments. Each `DEALLOCATE` statement is
!> unconditional and has no `STAT=` handler, so all four setup-only arrays must
!> be allocated on entry. Calling this routine before [[initialise_colm_cg]] or
!> calling it twice would cause a Fortran runtime error and could leave only a
!> prefix of the four arrays released. No current routine deallocates the two
!> retained mappings; they remain allocated until process termination.
!>
!> @history
!> | Date | Author | Version | Description |
!> |:-----|:-------|:--------|:------------|
!> | 2026-03-30 | SB | 4.6.1 | Added partial cleanup for setup-only overlap arrays. |
!> | 2026-09-05 | SvB | - | Added STAT= and ERRMSG= reporting for all (de)allocations. |
!> @endhistory"
initialise_colm_co,subroutine,src/contaminant/column/colm_co.f90,COLM_CO,128,167,91,91,False,src/contaminant/column/cm_column_previous.f90,cm_column_previous,Previous-timestep column water state.,1,src/driver/run_sim.f90,0,,"!> Allocates and zero-initializes the persistent previous-column water state.
!>
!> [[run_sim:simulation]] calls this routine once when contaminant transport
!> is enabled, after the active model dimensions and contaminant count are
!> available and before the main simulation loop. [[frmod:incm]] later replaces
!> the zero safety values with the initial hydrological state for active
!> non-link columns when the contaminant component reaches its start time.
!>
!> | Arrays | Allocated shape | Initial value |
!> |:-------|:----------------|:--------------|
!> | `DSWO`, `QIO`, `QQRFO`, `RSZWLO`, `ZONEO` | `(total_no_elements)` | `0.0D0` |
!> | `GGAMMO`, `UUAJPO`, `VSTHEO` | `(total_no_elements, top_cell_no+1)` | `0.0D0` |
!> | `QQQSWO` | `(total_no_elements, 4)` | `0.0D0` |
!> | `QQO` | `(total_no_elements, top_cell_no+1, 4)` | `0.0D0` |
!>
!> The routine has no dummy arguments and mutates all ten allocatables in
!> `COLM_CO`. Both dimension variables must already describe the active model,
!> and every array must be unallocated. Its six `ALLOCATE` statements are
!> unconditional and have no `STAT=` handling. An allocation failure, or a
!> second call encountering the already-allocated objects in the first
!> statement, therefore causes Fortran error termination; there is no rollback
!> or cleanup path for earlier statements. No current routine deallocates this
!> state.
!>
!> @note
!> Zero is an allocation-time safety value, not the physical starting state.
!> `INCM` establishes the active old-state entries before the first
!> contaminant update; entries outside the active element/cell ranges retain
!> zero unless another consumer writes them.
!> @endnote
!>
!> @history
!> | Date | Author | Version | Description |
!> |:-----|:-------|:--------|:------------|
!> | 2026-03-30 | SB | 4.6.1 | Added active-size allocation and zero-initialization for ten old-state arrays. |
!> | 2026-09-05 | SvB | - | Added STAT= and ERRMSG= reporting for all (de)allocations. |
!> @endhistory"
initialise_al_c,subroutine,src/core/state/AL_C.F90,AL_C,209,242,183,183,False,src/subsurface/vs_state.f90,vs_state,"Pressure head, water content and the subsurface flux fields.",1,src/subsurface/VSmod.f90,0,,"!> Allocates and zero-initializes active VSS topology and timestep state.
!>
!> [[vsmod:vsconc]] calls this routine once after `top_cell_no` and
!> `total_no_elements` have been established and before it builds vertical
!> cell connectivity. Later VSS, ET, balance, contaminant, nitrate, result,
!> and visualisation routines use the allocated state.
!>
!> | Arrays | Allocated shape | Initial value |
!> |:-------|:----------------|:--------------|
!> | `QVSH`, `JVSACN`, `JVSDEL` | `(4, top_cell_no, total_no_elements)` | Zero |
!> | `QVSV`, `VSPSI`, `VSTHE`, `QVSWLI` | `(top_cell_no, total_no_elements)` | Zero |
!> | `ERUZ` | `(total_no_elements, top_cell_no)` | Zero |
!>
!> The well-flow array's second dimension is the element-capacity-sized
!> well-record domain even though only records established by `NVSWLI` are
!> active. Allocation is unconditional and has no `STAT=` handler; all eight
!> arrays must be unallocated on entry. No current `AL_C` routine releases
!> them.
!>
!> @history
!> | Date | Author | Version | Description |
!> |:-----|:-------|:--------|:------------|
!> | 2019-11-28 | - | - | Active-size allocation and zero-initialization for the six VSS/ET arrays was present in the initial repository snapshot. |
!> | 2026-03-30 | SB | 4.6.1 | Added active-size allocation and zero-initialization for `JVSACN` and `JVSDEL`. |
!> | 2026-09-05 | SvB | - | Added STAT= and ERRMSG= reporting for all (de)allocations. |
!> @endhistory"
initialise_al_c2,subroutine,src/core/state/AL_C.F90,AL_C,267,290,244,244,False,src/subsurface/vs_state.f90,vs_state,"Pressure head, water content and the subsurface flux fields.",1,src/subsurface/VSmod.f90,0,,"!> Allocates and zero-initializes VSS cell and soil-layer geometry.
!>
!> [[vsmod:vsin]] calls this routine once before [[vsmod:vsread]] reads the
!> soil/lithology layers and before [[vsmod:vsconc]] constructs the vertical
!> mesh. `DELTAZ` and `ZVSNOD` retain the compile-time vertical capacity
!> `LLEE`, while the layer arrays retain `NLYREE`; their element extent is the
!> active `total_no_elements`.
!>
!> | Arrays | Allocated shape | Initial value |
!> |:-------|:----------------|:--------------|
!> | `DELTAZ`, `ZVSNOD` | `(LLEE, total_no_elements)` | Zero |
!> | `NLYRBT`, `NTSOIL`, `ZLYRBT` | `(total_no_elements, NLYREE)` | Zero |
!>
!> Allocation is unconditional and has no `STAT=` handler; all five arrays
!> must be unallocated and `total_no_elements` established on entry. No
!> current `AL_C` routine releases them.
!>
!> @history
!> | Date | Author | Version | Description |
!> |:-----|:-------|:--------|:------------|
!> | 2026-03-30 | SB | 4.6.1 | Added active-element allocation and zero-initialization for VSS and soil-layer geometry. |
!> | 2026-09-05 | SvB | - | Added STAT= and ERRMSG= reporting for all (de)allocations. |
!> @endhistory"
initialise_al_c3,subroutine,src/core/state/AL_C.F90,AL_C,311,321,292,292,False,src/evapotranspiration/et_state.f90,et_state,"Canopy, vegetation and evaporation state shared with other components.",1,src/frame/FRmod.f90,0,,"!> Allocates and zero-initializes the root-density function table.
!>
!> [[frmod:frinit]] calls this routine once after `NV` has been read and before
!> [[frmod:inet]] reads ET17 root-density values. The allocated shape is
!> `(NV,LLEE)`, but
!> only `RDF(vegetation,1:NRD(vegetation))` is populated and subsequently used.
!> ET17 supplies node-depth/value pairs from the surface downward; the depths
!> are read for compatibility but current storage retains only the fractions.
!>
!> Allocation is unconditional and has no `STAT=` handler, so `RDF` must be
!> unallocated and `NV` established on entry. No current routine deallocates
!> it.
!>
!> @history
!> | Date | Author | Version | Description |
!> |:-----|:-------|:--------|:------------|
!> | 2026-03-30 | SB | 4.6.1 | Added active-vegetation allocation and zero-initialization for `RDF`. |
!> | 2026-09-05 | SvB | - | Added STAT= and ERRMSG= reporting for all (de)allocations. |
!> @endhistory"
get_dir_and_catch,subroutine,src/driver/getdirqq.f90,GETDIRQQ,137,408,70,70,False,src/driver/command_line.f90,command_line,Command-line parsing and rundata-file selection.,1,src/Shetran.f90,0,,"!> @brief Selects and validates the rundata file and derives run identity paths.
   !>
   !> This is the only public module procedure and is called by [[shetran]] at
   !> process startup. `runfil` is a retained, unread compatibility argument.
   !> Before examining the command line the routine stores the launch working
   !> directory in `rootdir`, clears `SGLOBAL:error_mode`, and counts arguments
   !> with the standard Fortran command-line intrinsics.
   !>
   !> | First argument | Current action |
   !> |:---------------|:---------------|
   !> | `-f` | Require argument 2 and use it as the rundata path. |
   !> | `-c` | Search `catchments.txt` for argument 2, or for `default` when absent. |
   !> | `-a`, QuickWin build | Open a Windows file dialog filtered for `*rundata*.txt` and all files. |
   !> | no arguments, QuickWin build | Synthesize `-a` and open that dialog. |
   !> | no arguments, non-QuickWin build | Synthesize `-f`, diagnose its missing filename, and stop. |
   !> | Legacy dialog aliases, non-QuickWin build | Diagnose that interactive selection requires Intel QuickWin and stop. |
   !> | Anything else | Report an unrecognized option and stop. |
   !>
   !> The legacy dialog aliases are `-m`, `-af`, `-sd`, `-pattern`, `-delinc`,
   !> and `-results`. A non-QuickWin build diagnoses these aliases together with
   !> `-a`; in a QuickWin build only `-a` is recognized and the aliases reach the
   !> default unrecognized-option error.
   !>
   !> `catchments.txt` is resolved relative to the launch working directory,
   !> despite one diagnostic calling it the executable directory. The file is
   !> read on fixed unit 875 as alternating records: a character catchment key,
   !> then a list-directed rundata path. Keys are matched case-sensitively after
   !> trimming. Open errors, incomplete pairs, EOF without a match, and a missing
   !> key all terminate through the contained `print_usage_and_stop` helper.
   !>
   !> After selection, `INQUIRE` must confirm that the rundata file exists. A
   !> basename-only input produces `dirqq='.'`; otherwise `dir_name` and
   !> `base_name` split the path. `join_path` reconstructs `fn` with the platform
   !> separator, while `dirqq` deliberately has no appended separator. The
   !> private `derive_catch_from_filename` helper removes the
   !> final extension and an exact lowercase `rundata_` prefix when present.
   !> Unlike the old branch, other filename stems are accepted as catchment names.
   !>
   !> In a QuickWin build, a successful dialog result is copied only through its
   !> first NUL character. [[comdlger]] handles a nonzero extended dialog error;
   !> an ordinary cancel has `bret=.FALSE.` and stops through the usage helper.
   !>
   !> @warning
   !> The contained `set_error_mode_from_arguments` helper recognizes the exact,
   !> case-sensitive token `-error` anywhere in the arguments, but it runs only
   !> after the mode-specific selection block. Several early failures therefore
   !> stop before the flag is scanned. More importantly, no current routine reads
   !> `error_mode`, so setting it has no observable effect on termination.
   !> @endwarning
   !>
   !> @note
   !> All returned character values use caller-provided fixed-length buffers.
   !> Ordinary Fortran blank padding or truncation applies; this routine does not
   !> diagnose a caller buffer that is too short.
   !> @endnote
   !>
   !> @history
   !> | Date | Author | Version | Description |
   !> |:-----|:-------|:--------|:------------|
   !> | 2020-03-05 | SvB | - | Formatted and cleaned the original selector. |
   !> | 2026-04-01--13 | SvB | - | Replaced Intel-only arguments and paths, removed labels, and restored catchment derivation. |
   !> | 2026-05-08 | SB | - | Added the retained `-error` command-line flag. |
   !> | 2026-05-28 | SB | - | Generalised the routine to work across compilers and operating systems, keeping the Intel/Windows `-a` popup available. |
   !> | 2026-06-08 | SvB | - | Switched to `stdlib_system`, conditional QuickWin, and standard command-line intrinsics. |
   !> | 2026-06-19 | SB | 4.6.4 | Updated option validation and catchment lookup handling. |
   !> | 2026-07-08--11 | SteveB / SvB | 4.6.4 | Reconciled direct and dialog paths and restored `join_path`. |
   !> @endhistory"
derive_catch_from_filename,function,src/driver/getdirqq.f90,GETDIRQQ,337,355,322,322,True,src/driver/command_line.f90,command_line,Command-line parsing and rundata-file selection.,0,,0,,"!> @brief Derives a catchment name from the selected rundata basename.
      !>
      !> The final dot and following extension are removed only when the dot is
      !> beyond position 1. If the remaining stem is longer than eight characters
      !> and begins with the exact lowercase prefix `rundata_`, that prefix is
      !> removed. Every other stem, including mixed-case prefixes and dotfiles,
      !> is returned unchanged after trimming. The function neither validates the
      !> extension nor requires the legacy prefix.
      !>
      !> @history
      !> | Date | Author | Description |
      !> |:-----|:-------|:------------|
      !> | 2026-04-13 | SvB | Extracted catchment-name derivation while removing labelled control flow. |
      !> | 2026-07-08 | SB | Applied derivation to the basename so directory names do not affect the catchment. |
      !> @endhistory"
print_usage_and_stop,subroutine,src/driver/getdirqq.f90,GETDIRQQ,370,377,357,357,True,src/driver/command_line.f90,command_line,Command-line parsing and rundata-file selection.,0,,0,,"!> @brief Prints a startup selection error and portable usage, then stops.
      !>
      !> The supplied message is prefixed with `ERROR:`. Two usage lines describe
      !> the supported `-f` and `-c` forms, after which `STOP 1` terminates the
      !> process. This helper handles option, dialog-cancel, and catchment-lookup
      !> failures that occur before final file-existence validation.
      !>
      !> @history
      !> | Date | Author | Description |
      !> |:-----|:-------|:------------|
      !> | 2026-04-06 | SvB | Replaced the shared terminal-label error path with a contained helper. |
      !> | 2026-06-08 | SvB | Updated the helper for the portable `-f`/`-c` interface. |
      !> @endhistory"
set_error_mode_from_arguments,subroutine,src/driver/getdirqq.f90,GETDIRQQ,395,406,379,379,True,src/driver/command_line.f90,command_line,Command-line parsing and rundata-file selection.,0,,0,,"!> @brief Scans command arguments for the retained `-error` flag.
      !>
      !> Every argument from 1 through the host-associated count `na` is read.
      !> An exact case-sensitive token `-error` sets `SGLOBAL:error_mode` true;
      !> other tokens leave it unchanged. [[get_dir_and_catch]] clears the flag
      !> before selection and calls this helper after its option-specific work.
      !>
      !> No current source reads `error_mode`, so this mutation is retained for
      !> compatibility but has no observable runtime effect.
      !>
      !> @history
      !> | Date | Author | Description |
      !> |:-----|:-------|:------------|
      !> | 2026-05-08 | SB | Added the `-error` option to command-line setup. |
      !> | 2026-06-08 | SvB | Reworked detection to scan the standard Fortran argument list. |
      !> @endhistory"
get_current_dir,subroutine,src/driver/getdirqq.f90,GETDIRQQ,422,435,410,410,False,src/driver/command_line.f90,command_line,Command-line parsing and rundata-file selection.,0,,0,,"!> @brief Returns the launch working directory through Fortran stdlib.
   !>
   !> `stdlib_system:get_cwd` returns an allocatable string. When that string is
   !> allocated, its value is assigned to the caller's fixed-length buffer;
   !> otherwise the routine returns `.` as a portable current-directory fallback.
   !> The routine does not change the process working directory.
   !>
   !> @history
   !> | Date | Author | Description |
   !> |:-----|:-------|:------------|
   !> | 2026-06-08 | SvB | Replaced Intel drive-directory inquiry with Fortran stdlib. |
   !> @endhistory"
